Timestamp,Anomaly_ID,Anomaly_Type,Severity,Status,Source,Alert_Method,Response_Time_ms,Resolution_Time_min,Affected_Services,User_Role,Host_IP,Process_ID,Error_Code,CPU_Usage_Percent,Memory_Usage_MB,Disk_Usage_Percent,Network_In_KB,Network_Out_KB,Login_Attempts,Failed_Transactions,Anomaly_Duration_sec,TimeZone,User_ID,Location,Patch_Level,Service_Type,Transaction_ID,Alert_Count,Retry_Count,Escalation_Level
2025-01-01 00:17:00,18,Storage,High,Acknowledged,Router,SMS,5954,2783,2,User,153.86.200.4,87719,8337,19.59,48957,81.61,11003,103389,9,12,1929,IST,22317,EU,5,DB,329869,47,6,2
2025-01-01 00:18:00,19,Database,Medium,In Progress,Cloud,SMS,7360,2159,1,Service Account,172.232.169.107,89159,8895,90.38,61811,43.42,509338,497322,23,14,295,EST,2177,APAC,15,API,815555,39,9,4
2025-01-01 00:19:00,20,Database,Critical,Acknowledged,Endpoint,Dashboard,750,2902,4,Service Account,25.198.196.91,43836,5428,16.65,54508,98.14,196527,155909,26,1,2649,EST,25905,EU,15,API,938088,44,2,2
2025-01-01 00:20:00,21,Network,High,Open,Cloud,Email,4228,4781,11,Service Account,15.72.147.101,3978,2117,35.77,12649,27.41,166999,356974,13,4,4209,EST,9796,EU,2,Web,832716,27,7,1
2025-01-01 00:21:00,22,Security,Low,Closed,Database,Email,5042,2125,3,Admin,50.139.202.114,67681,621,93.16,47174,29.3,727775,988850,23,7,4453,IST,2645,US,17,Web,624338,37,2,1
2025-01-01 00:22:00,23,Storage,Low,Acknowledged,Server,Email,4898,1616,12,Admin,3.114.97.91,87103,4265,15.65,26605,28.81,641564,566153,9,1,1021,EST,21007,LATAM,9,DB,791194,23,8,1
2025-01-01 00:23:00,24,Database,Medium,Closed,Endpoint,Email,3590,2450,2,Operator,255.251.128.217,3940,4660,28.79,43350,28.08,218040,262540,39,2,2250,EST,26033,LATAM,12,Storage,927712,25,0,4
2025-01-01 00:24:00,25,Application,Medium,Closed,Server,Email,3814,2642,13,Service Account,59.111.142.184,23078,4167,33.82,46950,76.78,533483,268699,43,7,1879,EST,47594,US,3,Cache,674795,49,8,4
2025-01-01 00:25:00,26,System,Medium,Closed,Router,SMS,7155,2189,7,User,169.95.99.94,4092,3221,10.12,16697,28.05,564754,112230,30,15,6714,EST,32098,LATAM,11,Web,986988,30,1,2
2025-01-01 00:26:00,27,System,Low,In Progress,Database,Email,6083,2429,10,User,29.113.225.61,11720,554,20.97,23847,54.09,22620,987809,16,2,6553,IST,4293,EU,14,Cache,135507,25,0,2
2025-01-01 00:27:00,28,Security,High,Open,Endpoint,Dashboard,9093,4410,18,Operator,168.255.222.219,97945,5671,10.54,10382,9.0,176418,959467,15,12,5456,CET,29886,LATAM,16,API,884543,47,3,4
2025-01-01 00:28:00,29,Database,High,Acknowledged,Firewall,Dashboard,891,455,17,Operator,196.159.133.82,89850,3489,35.93,8663,62.42,351018,765891,12,14,2956,CET,13404,US,5,Web,394591,26,6,0
2025-01-01 00:29:00,30,System,Critical,Acknowledged,Cloud,Dashboard,3531,3389,17,Operator,182.88.129.221,27522,1478,20.65,8725,52.42,530388,695448,36,1,6099,CET,4893,LATAM,2,Cache,389591,44,8,0
2025-01-01 00:30:00,31,System,Medium,Acknowledged,Database,Webhook,2339,4203,17,User,24.104.208.164,76874,2433,68.92,39348,8.08,619997,547379,34,4,4855,PST,31046,EU,0,DB,722992,3,8,0
2025-01-01 00:31:00,32,Storage,Low,In Progress,Server,Webhook,6128,2763,13,Service Account,170.66.5.80,94143,1283,30.14,23201,40.32,301267,757228,20,11,1881,IST,27504,APAC,12,DB,562659,3,7,3
2025-01-01 00:32:00,33,Database,Low,In Progress,Database,Webhook,4501,4886,18,Service Account,117.98.250.190,91526,5493,14.44,51214,27.45,201697,774381,24,13,4118,EST,43988,APAC,4,DB,306226,29,0,2
2025-01-01 00:33:00,34,Network,Low,Acknowledged,Endpoint,SMS,8532,1443,10,Service Account,236.86.167.12,13491,375,25.74,51253,22.06,419833,617623,12,6,4302,EST,13057,APAC,11,Web,888748,8,8,0
2025-01-01 00:34:00,35,Database,Medium,In Progress,Firewall,Email,152,843,8,Operator,54.194.104.174,25058,7500,86.71,58975,79.91,84176,226331,48,7,5587,PST,49284,APAC,7,Cache,600517,31,0,2
2025-01-01 00:35:00,36,Application,Medium,Open,Endpoint,SMS,6086,2252,11,Service Account,220.20.86.150,77036,3623,9.54,41699,82.79,309463,712457,28,14,5476,EST,47132,LATAM,15,Web,628425,38,4,4
2025-01-01 00:36:00,37,Storage,Low,In Progress,Cloud,SMS,2921,4862,1,Operator,146.0.35.26,16389,7746,76.95,20706,42.7,84950,739447,26,8,3146,CET,40553,APAC,11,Storage,875293,26,2,4
2025-01-01 00:37:00,38,Storage,Medium,In Progress,Server,SMS,5319,3460,6,Service Account,239.7.110.17,29228,6461,99.62,42190,97.63,86936,314528,34,4,4613,UTC,44077,APAC,7,API,891057,36,4,2
2025-01-01 00:38:00,39,Security,Critical,Open,Endpoint,SMS,1089,3221,2,Service Account,34.167.27.15,71524,1727,90.52,33663,28.18,798965,880852,15,9,4560,UTC,5616,US,15,Web,642438,30,6,4
2025-01-01 00:39:00,40,Application,High,Acknowledged,Firewall,Webhook,4527,702,4,Operator,26.177.98.92,35485,8919,35.16,8970,75.38,804802,218931,35,10,3970,PST,43917,APAC,15,Storage,419892,14,0,0
2025-01-01 00:40:00,41,Database,Low,Open,Router,Email,1371,631,7,Operator,164.76.79.102,27909,3944,64.11,61885,14.48,438494,604848,28,18,6035,UTC,1641,US,4,API,106115,1,4,3
2025-01-01 00:41:00,42,Network,Low,Acknowledged,Database,Email,4534,2819,7,User,249.43.213.71,14404,7963,15.35,13526,3.24,164829,497136,48,6,1438,IST,42672,APAC,6,DB,404861,49,9,3
2025-01-01 00:42:00,43,Database,Medium,In Progress,Firewall,SMS,5183,1817,18,Service Account,188.19.154.69,37320,5221,35.75,20100,22.84,266651,836690,27,10,5955,EST,39921,EU,16,DB,455626,23,5,2
2025-01-01 00:43:00,44,Application,Low,In Progress,Database,Dashboard,1072,834,8,Operator,81.131.67.3,64361,3812,20.65,30278,7.26,373848,945904,29,1,273,UTC,33949,APAC,15,Storage,237438,31,1,1
2025-01-01 00:44:00,45,Network,High,In Progress,Router,Dashboard,5894,3637,19,Admin,253.36.72.158,3552,2962,36.32,12341,16.62,562008,378797,13,4,9,CET,16955,EU,11,Web,430320,39,7,1
2025-01-01 00:45:00,46,System,Medium,Acknowledged,Database,Webhook,5811,1908,9,User,68.150.29.158,77317,2106,79.93,20659,58.76,509953,762108,27,7,169,CET,10681,EU,8,Storage,792548,21,6,2
2025-01-01 00:46:00,47,System,High,Closed,Router,SMS,7418,980,16,Service Account,157.114.116.113,79335,5247,21.37,54085,25.41,290926,756558,2,5,5592,PST,7027,EU,0,Storage,213201,12,9,2
2025-01-01 00:47:00,48,Network,Low,Open,Database,Email,2853,3462,1,Admin,194.68.137.41,35561,5823,94.9,25165,43.48,556641,159036,23,13,5201,CET,19822,US,12,Storage,197693,19,7,2
2025-01-01 00:48:00,49,Database,High,Open,Server,Dashboard,1993,488,13,User,133.14.152.55,80877,6000,17.48,8585,73.23,499988,302549,17,19,387,IST,49697,EU,16,Cache,706682,41,6,1
2025-01-01 00:49:00,50,System,High,Open,Cloud,Email,62,285,11,User,49.166.31.50,10231,5606,41.65,19006,31.04,804907,199593,37,6,6347,IST,1644,EU,12,DB,164457,37,5,0
2025-01-01 00:50:00,51,Security,Medium,Closed,Endpoint,Dashboard,6738,3401,10,Operator,19.235.20.208,84697,9318,28.34,56288,92.45,579798,834320,47,14,6536,CET,39612,US,1,API,409340,10,0,0
2025-01-01 00:51:00,52,Security,Low,Closed,Router,Dashboard,6080,2514,14,Service Account,48.122.183.54,8252,9908,5.28,34802,31.16,998158,570995,21,2,808,CET,33051,EU,8,DB,621036,37,9,0
2025-01-01 00:52:00,53,Network,Critical,Acknowledged,Router,Dashboard,3657,261,16,Service Account,30.6.38.53,93936,1705,71.39,10927,94.7,12638,618077,8,17,5217,UTC,41957,US,14,Web,126985,45,0,1
2025-01-01 00:53:00,54,Security,Low,Closed,Firewall,Email,1668,2461,4,User,10.235.45.126,93659,118,81.27,57375,46.01,45390,947829,44,2,622,PST,22068,EU,5,Web,241646,46,0,4
2025-01-01 00:54:00,55,System,Critical,Open,Firewall,SMS,9857,171,13,Operator,226.72.161.21,56043,3426,60.62,30691,84.91,12942,424944,31,0,3255,CET,38941,US,12,Cache,290763,33,3,4
2025-01-01 00:55:00,56,Security,Critical,Acknowledged,Database,Dashboard,99,4299,3,Admin,97.210.178.219,45404,1361,50.7,23152,39.98,564391,98432,48,15,376,UTC,23504,US,13,Storage,413336,16,7,4
2025-01-01 00:56:00,57,Network,Low,In Progress,Firewall,Email,6022,3289,1,User,113.228.244.235,41921,7044,29.41,8543,81.73,265700,660025,12,0,3039,UTC,15897,APAC,12,DB,130308,12,0,0
2025-01-01 00:57:00,58,Database,Critical,Closed,Server,Dashboard,7510,651,14,Admin,174.162.74.114,91933,7234,65.31,55057,81.65,204136,388618,10,2,6408,PST,31187,EU,17,API,613398,22,6,3
2025-01-01 00:58:00,59,Application,Medium,In Progress,Firewall,SMS,1003,3689,9,User,86.167.190.23,70510,9440,6.24,44718,72.49,842482,135883,10,18,2444,CET,21499,EU,13,Web,261134,2,7,1
2025-01-01 00:59:00,60,System,Medium,Open,Server,Dashboard,376,3624,9,Admin,141.255.221.161,84209,3538,32.93,40610,65.84,775370,527676,5,6,5288,UTC,36500,APAC,7,DB,131576,20,3,0
2025-01-01 01:00:00,61,Database,High,Acknowledged,Database,SMS,3530,171,5,Operator,148.8.113.89,58832,2309,80.01,44590,34.58,689115,630023,9,7,4869,PST,25711,APAC,19,API,616125,12,4,4
2025-01-01 01:01:00,62,System,Critical,Acknowledged,Database,Webhook,8366,3190,4,Service Account,176.178.207.38,5610,5986,6.08,17590,7.59,155877,868488,3,5,6688,IST,48277,US,8,Web,175867,45,2,1
2025-01-01 01:02:00,63,System,High,Closed,Database,Dashboard,9896,2207,7,Admin,215.83.22.221,36270,5578,67.35,12555,54.61,861156,279813,21,10,3167,CET,15488,LATAM,9,DB,932129,7,0,2
2025-01-01 01:03:00,64,Application,Low,Acknowledged,Endpoint,Email,7894,888,12,User,210.193.105.108,94736,1847,52.28,52760,92.62,839368,529551,32,9,1244,EST,32850,APAC,3,Web,356681,49,2,4
2025-01-01 01:04:00,65,Storage,Low,In Progress,Server,Email,3733,2783,8,Service Account,33.75.231.255,80786,1089,7.97,34800,31.49,824603,792660,29,14,5574,UTC,10895,US,6,DB,174433,37,9,1
2025-01-01 01:05:00,66,Application,High,Closed,Database,Email,939,1543,1,Admin,221.120.113.70,44798,2127,55.24,15899,65.1,449127,799838,19,1,7173,EST,38322,APAC,6,Cache,518625,1,2,1
2025-01-01 01:06:00,67,Storage,High,In Progress,Server,SMS,3476,4613,2,Admin,195.190.21.84,56454,3653,53.64,32475,70.36,769557,597768,47,8,3608,IST,40366,EU,16,Storage,860002,28,8,4
2025-01-01 01:07:00,68,Storage,Critical,Open,Endpoint,Webhook,1595,4232,13,Operator,32.183.143.176,57837,5851,25.48,2474,21.79,637361,680176,13,8,1949,UTC,31120,EU,18,Cache,952996,19,7,4
2025-01-01 01:08:00,69,Storage,High,Open,Database,Dashboard,4968,3924,7,Admin,46.12.39.162,29454,8206,25.08,48792,20.37,319133,100169,26,9,3774,PST,47144,APAC,0,DB,767525,22,2,4
2025-01-01 01:09:00,70,Database,Critical,In Progress,Router,Email,6839,1960,13,Admin,253.32.127.96,24938,2254,56.04,28789,15.19,614685,827725,20,14,5812,UTC,21445,EU,1,DB,222078,41,5,2
2025-01-01 01:10:00,71,Network,Critical,Open,Endpoint,Webhook,3300,3915,13,Operator,34.140.242.9,87530,138,77.92,12241,0.68,647258,706846,40,8,111,UTC,32554,EU,15,Storage,198112,25,9,2
2025-01-01 01:11:00,72,Security,Low,In Progress,Router,Webhook,1947,1534,4,Admin,61.220.212.209,59052,7192,73.18,11253,82.6,572827,143893,32,15,1504,EST,47874,APAC,1,DB,956756,6,5,2
2025-01-01 01:12:00,73,Application,Low,In Progress,Router,Webhook,9285,4914,14,Service Account,223.28.59.4,56001,2495,50.28,55628,24.64,427455,582671,44,13,3528,UTC,48534,LATAM,8,Storage,283078,23,4,1
2025-01-01 01:13:00,74,System,Medium,Open,Cloud,Email,5422,1733,5,User,163.247.33.133,28018,1659,34.81,10861,45.37,442102,210648,37,12,2058,CET,24106,US,15,API,937071,35,5,1
2025-01-01 01:14:00,75,Storage,High,In Progress,Server,Email,1604,1512,11,Service Account,175.100.122.2,31114,6336,18.7,19291,81.1,582224,849716,4,6,3938,UTC,8764,APAC,16,API,449444,4,1,1
2025-01-01 01:15:00,76,System,High,Open,Database,Webhook,7976,4190,15,User,86.30.67.50,88495,2795,30.24,207,95.43,505625,166631,0,4,1357,PST,27395,APAC,18,DB,932943,29,0,1
2025-01-01 01:16:00,77,Storage,High,In Progress,Server,Email,8052,938,16,User,54.135.43.245,12127,9325,87.83,40453,7.65,151162,209619,13,12,412,EST,20672,APAC,15,Web,175167,42,7,2
2025-01-01 01:17:00,78,Security,Low,In Progress,Cloud,Webhook,3489,4038,8,Operator,183.74.187.255,13626,2271,55.76,43628,95.21,74037,118864,32,14,5585,CET,20487,EU,4,Web,575737,27,9,3
2025-01-01 01:18:00,79,Security,Critical,Open,Cloud,SMS,6679,1779,4,Service Account,86.111.253.14,4435,222,13.78,21479,64.33,43780,378098,7,15,6603,EST,18402,EU,9,API,689737,26,5,2
2025-01-01 01:19:00,80,System,Medium,Open,Database,SMS,2076,4029,11,Admin,187.234.64.162,20411,9184,39.85,6286,83.21,795065,87483,0,11,5071,UTC,38423,EU,8,DB,717038,48,6,3
2025-01-01 01:20:00,81,Database,Medium,In Progress,Endpoint,Email,5966,4215,6,User,19.237.1.9,27040,2280,32.14,34396,26.17,907494,993671,18,2,4849,IST,21724,EU,5,DB,891619,6,4,2
2025-01-01 01:21:00,82,Database,Medium,Acknowledged,Database,SMS,292,3789,15,User,119.101.101.209,83715,7043,77.88,60420,85.2,93433,503740,1,9,375,UTC,27087,APAC,16,API,174134,21,4,1
2025-01-01 01:22:00,83,Network,Medium,Open,Router,Dashboard,742,359,19,Service Account,114.6.230.89,77988,4926,42.08,33535,92.97,164241,790264,26,19,404,UTC,46162,EU,3,API,362458,7,4,3
2025-01-01 01:23:00,84,Database,Low,Closed,Cloud,Dashboard,4034,4854,10,Admin,197.42.218.59,26504,5314,13.37,33509,67.57,360994,400958,43,6,4654,PST,24246,US,0,API,427388,15,7,4
2025-01-01 01:24:00,85,Application,Medium,Closed,Router,Webhook,8365,1132,6,Operator,229.220.172.74,92726,7585,48.67,62592,22.01,148251,168105,26,11,3223,CET,26175,EU,2,Web,673509,8,9,1
2025-01-01 01:25:00,86,Network,Critical,Open,Endpoint,Email,4649,255,8,Admin,68.67.162.237,94953,8294,71.62,63077,20.23,243908,172154,14,9,2644,CET,40054,APAC,11,Web,888840,9,5,4
2025-01-01 01:26:00,87,Application,High,In Progress,Firewall,Email,8448,4134,6,Operator,14.176.169.33,60413,5374,76.55,15126,4.44,376304,707781,15,14,4140,PST,43398,US,11,Storage,398902,8,3,2
2025-01-01 01:27:00,88,Network,High,Open,Cloud,SMS,5294,4845,11,User,103.135.145.234,16031,8413,29.83,19750,21.04,25640,393485,32,9,6831,PST,14688,US,12,API,290330,14,7,2
2025-01-01 01:28:00,89,System,Medium,Closed,Endpoint,Dashboard,9237,3687,18,Operator,176.57.161.187,93482,1334,7.19,11744,86.11,965944,871183,46,12,1330,CET,36774,US,2,Storage,542819,28,0,3
2025-01-01 01:29:00,90,Security,High,Acknowledged,Server,Dashboard,1201,651,5,Service Account,173.84.3.164,39002,3956,98.74,24284,66.01,105860,494282,49,0,2484,PST,25108,LATAM,7,Storage,799750,31,3,2
2025-01-01 01:30:00,91,Security,Medium,Closed,Endpoint,Dashboard,9857,4894,19,Operator,154.174.205.171,39535,7812,0.78,37232,49.9,375816,724370,16,15,5372,IST,29578,US,7,Web,385373,15,3,4
2025-01-01 01:31:00,92,Network,Low,In Progress,Endpoint,Dashboard,5592,2134,14,Service Account,187.252.125.250,36516,1001,20.23,53572,4.14,210466,646048,36,15,6798,IST,2477,LATAM,12,API,233281,17,8,2
2025-01-01 01:32:00,93,System,Low,Open,Database,Webhook,9153,3648,13,Admin,21.152.128.239,67207,6906,11.21,48847,97.08,17020,316356,23,11,4584,EST,24060,LATAM,12,Cache,469911,47,2,0
2025-01-01 01:33:00,94,Database,Critical,Closed,Cloud,Dashboard,5461,4318,14,Admin,97.229.143.198,19964,5441,0.22,49378,97.8,488957,496347,18,8,1363,PST,8746,LATAM,5,API,204913,33,0,4
2025-01-01 01:34:00,95,Network,High,Closed,Firewall,Email,3006,684,7,Service Account,252.1.164.239,28313,7627,82.74,47635,80.93,715905,3891,44,13,5891,UTC,6725,US,18,Web,717095,12,2,1
2025-01-01 01:35:00,96,Security,Critical,In Progress,Router,Email,5724,1018,11,Service Account,131.220.166.39,1567,9866,99.31,45520,17.7,784823,483451,9,10,7107,UTC,13237,US,17,DB,635309,27,9,1
2025-01-01 01:36:00,97,Security,Medium,Open,Server,Dashboard,529,2268,4,Admin,201.123.238.77,24270,6390,65.57,42532,68.56,173419,599277,12,7,4786,PST,31839,EU,16,Web,976119,43,4,2
2025-01-01 01:37:00,98,Network,Medium,Acknowledged,Database,Dashboard,7002,2776,4,User,15.27.81.66,11782,9788,48.63,33767,8.99,639936,679237,10,7,6094,CET,48122,EU,7,Cache,515544,29,5,4
2025-01-01 01:38:00,99,Network,Low,Open,Cloud,Dashboard,6210,2529,12,User,196.73.245.6,3432,1686,66.39,39381,5.51,38540,14436,7,8,3436,IST,7207,APAC,3,API,704163,28,4,4
2025-01-01 01:39:00,100,Security,Critical,Closed,Firewall,Email,6757,1840,3,Admin,217.26.80.47,32118,8846,15.99,4169,20.78,232890,264851,36,1,1425,UTC,39198,US,10,Web,795870,12,8,4
2025-01-01 01:40:00,101,Security,Low,In Progress,Server,Dashboard,2773,905,17,Admin,66.117.103.209,80335,7912,46.65,24847,1.6,911047,879665,40,11,2084,EST,23400,EU,11,API,217049,2,2,4
2025-01-01 01:41:00,102,System,Medium,Open,Database,Webhook,8572,2856,11,Operator,34.25.253.245,64243,2098,66.91,47987,93.47,474281,971865,0,10,6928,IST,33973,LATAM,1,Cache,171003,43,2,3
2025-01-01 01:42:00,103,Application,Critical,Acknowledged,Cloud,Email,2646,4030,18,Operator,31.143.112.33,39424,6648,34.93,54062,31.62,443604,372922,16,14,2789,EST,36387,US,10,DB,921525,32,5,0
2025-01-01 01:43:00,104,System,Critical,Acknowledged,Endpoint,Dashboard,2732,4173,5,User,239.47.140.121,17877,9352,77.56,13681,83.82,12572,672718,14,14,6143,CET,33189,APAC,3,DB,383779,44,9,4
2025-01-01 01:44:00,105,Network,Critical,Acknowledged,Cloud,Webhook,8604,2168,8,User,98.24.93.111,22277,822,35.4,17800,21.58,602024,358959,14,14,2656,CET,48592,LATAM,8,Web,901211,26,9,4
2025-01-01 01:45:00,106,Security,High,Acknowledged,Database,Webhook,5543,1490,3,User,193.10.253.166,22372,3044,2.95,62640,22.87,445175,570166,28,11,4977,CET,47113,EU,16,API,390134,17,6,3
2025-01-01 01:46:00,107,Storage,Critical,Acknowledged,Router,Dashboard,1821,510,15,User,1.209.226.47,82241,6778,49.86,7907,66.45,180276,73893,4,0,1135,CET,36250,LATAM,7,API,803482,9,2,1
2025-01-01 01:47:00,108,Storage,Critical,Closed,Server,Dashboard,7885,4625,17,User,179.152.105.147,64110,1320,73.66,17826,85.76,604652,908217,34,14,6051,UTC,22541,US,13,Storage,573628,10,9,2
2025-01-01 01:48:00,109,Application,Medium,Closed,Firewall,Webhook,3833,1274,7,Operator,94.46.213.25,67664,6669,31.29,8289,10.65,678660,937314,46,9,6975,IST,49222,EU,9,Storage,992033,2,2,2
2025-01-01 01:49:00,110,Security,Critical,Acknowledged,Server,Email,1725,2024,10,Admin,226.14.118.151,21853,6444,12.61,57303,97.4,166022,525162,41,5,1725,IST,27836,EU,14,Web,805601,10,8,3
2025-01-01 01:50:00,111,Network,High,Open,Database,Webhook,6096,805,9,Operator,228.192.192.80,73436,4005,61.61,1937,40.87,860978,78127,22,7,582,UTC,46800,US,13,Cache,359145,15,2,1
2025-01-01 01:51:00,112,Database,High,Acknowledged,Router,Webhook,4759,4660,5,Admin,116.188.60.26,32820,2889,63.18,29463,84.09,125555,700542,3,19,740,PST,25105,APAC,3,API,853585,10,6,4
2025-01-01 01:52:00,113,System,Critical,In Progress,Database,Email,3465,2377,18,Service Account,99.84.110.199,98346,8036,70.14,11029,72.2,349402,505432,6,17,4137,CET,22648,LATAM,1,API,266809,38,3,2
2025-01-01 01:53:00,114,Storage,Medium,Acknowledged,Firewall,SMS,2411,3329,19,Operator,236.240.5.42,56047,258,15.01,13490,97.03,454071,758070,23,10,5825,CET,45598,EU,8,Storage,873437,3,3,0
2025-01-01 01:54:00,115,Application,Low,In Progress,Database,Dashboard,2492,1724,13,Admin,137.16.87.64,49787,883,32.36,1093,70.53,678547,173166,39,18,5653,PST,16431,EU,10,Storage,618335,44,4,4
2025-01-01 01:55:00,116,Application,Medium,Open,Router,Email,4650,4373,11,Service Account,158.10.216.233,18254,392,29.93,42203,87.58,343235,670244,7,15,3580,CET,43962,LATAM,19,Web,840837,45,9,2
2025-01-01 01:56:00,117,Security,High,In Progress,Firewall,SMS,9484,3008,17,Service Account,155.223.113.26,99882,9235,77.87,11340,45.35,930633,875924,17,4,5737,EST,31960,US,4,DB,763001,37,4,4
2025-01-01 01:57:00,118,Security,High,Closed,Cloud,SMS,2281,4000,2,Service Account,108.115.48.244,10209,3063,5.9,19446,51.75,22954,985667,32,8,624,EST,47669,LATAM,7,Web,581516,40,3,4
2025-01-01 01:58:00,119,Storage,High,Acknowledged,Cloud,Email,9283,4888,18,User,222.69.194.160,24105,7022,45.22,40467,64.44,621866,812180,45,7,4875,EST,1231,APAC,19,Cache,147238,1,9,4
2025-01-01 01:59:00,120,System,Critical,Acknowledged,Database,SMS,5716,2613,16,Service Account,207.52.180.226,29971,6062,5.82,15193,17.27,819675,431798,8,18,1094,EST,35704,EU,18,DB,768103,5,0,1
2025-01-01 02:00:00,121,Application,Low,Acknowledged,Endpoint,SMS,9336,1981,9,Operator,62.246.145.201,6100,7495,33.68,16484,4.4,484498,663896,28,18,447,CET,3025,LATAM,11,Web,231062,28,9,4
2025-01-01 02:01:00,122,Security,High,Acknowledged,Router,SMS,228,4707,9,Service Account,188.148.167.200,69919,5479,98.34,12404,55.09,367313,179880,2,17,6812,UTC,45534,LATAM,19,Storage,766707,24,1,1
2025-01-01 02:02:00,123,Security,High,Acknowledged,Router,SMS,270,948,14,Admin,181.2.63.250,35018,127,8.16,35297,42.34,399004,317521,40,17,3928,PST,42502,LATAM,2,Web,366834,28,5,0
2025-01-01 02:03:00,124,Database,Low,Closed,Firewall,Webhook,2141,1603,19,Admin,248.150.128.106,15958,2894,26.08,10836,1.3,143514,272165,34,1,7,CET,15635,US,17,Storage,117474,15,7,1
2025-01-01 02:04:00,125,Security,High,Acknowledged,Firewall,Webhook,4217,4735,11,Admin,209.131.206.56,73873,8635,78.61,20507,6.05,708314,398224,2,6,3727,CET,49309,APAC,13,Storage,630614,4,8,1
2025-01-01 02:05:00,126,Network,High,Closed,Endpoint,SMS,699,611,17,User,17.115.213.70,77933,5518,67.71,43733,12.68,343545,545867,7,15,2562,IST,6170,EU,7,API,958079,49,7,1
